DIAXWRI/ZON, V1  PAPNSN, XWRI/ZW          DIA
E)PILA/MYEI, VF  FAI3S, LA/MPW           E)PI
E)KPLUNEI=, VF2 FAI3S, PLU/NW           E)K
E)NTELOU=MAI, VF2 FMI1S, TE/LLOMAI        E)N
SUGKAU/SEI, VF  FAI3S, KAUSO/W          SUN
E)MBLE/POUSIN, V1  PAI3P, BLE/PW           E)N
DIHRPASME/NOI, VT  XMPNPM, A(RPA/ZW         DIA
E)MBLE/YONTAI, VF  FMI3P, BLE/PW           E)N
E)KE/KRAGON, V1I IAI3P, KRA/ZW           E)K
KATANE/NUGMAI, VM  XMI1S, NU/SSW           KATA
SUNH=TE, VB  AAS2P, I(/HMI           SUN
SUNW=SIN, VA  AAS3P, I)/HMI           SUN
A)NABHSO/MEQA, VF2 FMI1P, BAI/NW           A)NA
A)POSTRE/YOMEN, VF  FAI1P, STRE/FW          A)PO
SUNH=TE, V9  IAS2P, EI)MI/           SUN
PRONO/MEUSON, VF  FAPASN, NOMEU/W          PRO
DIASKEDA/SEI, VF  FAI3S, SKEDA/ZW         DIA
SUNANTH/SESQE, VF  FMI2P, A)NTA/W          SUN
A)NABLE/YONTAI, VF  FMI3P, BLE/PW           A)NA
E)PISUNHGME/NHN, VK  XMPASF, A)/GW            E)PI  SUN
E)PANISTANOME/NOUS, VM  XMPAPM, I(/STHMI         A)NA
SUGKATAFA/GETAI, VF  FMI3S, E)SQI/W          SUN   KATA
SUGKE/KAUTAI, VM  XMI3S, KAI/W            SUN
KATALEI/YETE, VF  FAI2P, LEI/PW           KATA
SUNTA/CW, VF  FAI1S, TA/SSW           SUN
A)PALLA/CEI, VF  FAI3S, A)LLA/SSW        A)PO
SUNTELE/SH|, VF  FMS2S, TELE/W           SUN
A)POSBESQH/SETAI, VC  FPI3S, SBE/NNUMI        A)PO
SUNTELW=N, V2  PAPNSM, TELE/W           SUN
SUNTETMHME/NON, VM  PMPASM, TE/MNW           SUN
KATAFQARH/SETAI, VD  FPI3S, FQEI/RW          KATA
SUNTARA/SSEI, V1  PAI3S, TARA/SSW         SUN
SUMBOSKHQH/SETAI, VC  FPI3S, BO/SKW           SUN
SUNANAPAU/SETAI, VF  FMI3S, PAU/W            SUN   A)NA
KATAKALU/YAI, VA  AAN, KALU/PTW         KATA
PRONOMEU/SOUSIN, VF  FAI3P, NOMEU/W          PRO
KATALEIFQE/NTI, VV  APPDSM, LEI/PW           KATA
E)KLUQH/SETAI, VC  FPI3S, LU/W             E)K
SUMFORA/SOUSIN, VF  FAI3P, FORA/ZW          SUN
A)NAPAU/SWNTAI, VA  AMS3P, PAU/W            A)NA
EI)SA/COUSIN, VF  FAI3P, A)/GW            EI)S
KATAKLHRONOMH/SOUSIN, VF FAI3P, KLHRONOME/W      KATA
SUNHGE/RQHSA/N, VCI API3P, E)GEI/RW         SUN
KATELOGI/SQHS, VSI API2S, LOGI/ZOMAI       KATA
E)KKEKENTHME/NWN, VK  XMPGPM, KENTE/W          E)K
E)MPLH/SWSI, VA  AAS3P, PI/MPLHMI        E)N
E)PANASTH/SOMAI, VF  FMI1S, I(/STHMI         E)PI  A)NA
KATATETMHME/NOI, VX  XMPNPM, TE/MNW           KATA
PERIZW/SASQE, VO  AMD2P, ZW/NNUMI         PERI
A)NIPTAME/NOU, V1  PMPGSN, I(/PTAMAI        A)NA
A)PAXQH=|S, VQ  APS2S, A)/GW            A)PO
DIORQWQH/SETAI, VC  FPI3S, O)RQO/W          DIA
E)NTRAPH/SH|, VD  API2S, TRE/PW           E)N
KATAPATH/SATE, VA  AAD2P, PATE/W           KATA
E)NEKAI/NISAS, VAI AAI2S, KAINI/ZW         E)N
E)GKATALELEIMME/NAI, VP  XMPNPF, LEI/PW           E)N   KATA
A)POSKORAKIEI=, VF  FAI3S, SKORAKI/ZW       A)PO
PRONOMEUSA/NTWN, VA  AAPGPM, NOMEU/W          PRO
KATAKO/YEI, VF  FAI3S, KO/PTW           KATA
A)NENEXQH/SETAI, VQ  FPI3S, FE/RW            A)NA
U(PO/LUSAI, VA  AMD2S, LU/W             U(PO
A)NAKEKALUMME/NOUS, VM  XMPAPM, KALU/PTW         A)NA
E)MFRA/COUSI, VF  FAI3P, FRA/SSW          E)N
A)NAKALU/YOUSIN, VF  FAI3P, KALU/PTW         A)NA
E)NEBLE/YATE, VAI AAI2P, BLE/PW           E)N
A)NAKEKALUMME/NA, VM  XMPAPN, KALU/PTW         A)NA
E)PIKREMA/MENOI, V5  PMPNPM, KREMA/NNUMI      E)PI
DIAPERW=NTES, V3  PAPNPM, PERA/W           DIA
PROSQH=TE, VE  AAS2P, TI/QHMI          PROS
E)PILELHSME/NH, VM  XPPNSF, LANQA/NW         E)PI
A)POKATASTAQH/SETAI, VC  FPI3S, I(/STHMI         A)PO  KATA
A)NAKALU/YEI, VF  FAI3S, KALU/PTW         A)NA
KATALEIFQH/SONTAI, VV  FPI3P, LEI/PW           KATA
SUNA/COUSIN, VF  FAI3P, A)/GW            SUN
A)POKLEI/SOUSIN, VF  FAI3P, KLEI/W           A)PO
KATAPATHQH/SETAI, VC  FPI3S, PATE/W           KATA
E)PA/GEI, V1  PAI3S, A)/GW            E)PI
KATAKE/KAUMAI, VM  XMI1S, KAI/W            KATA
KATAKEKOMME/NOUS, VP  XMPAPM, KO/PTW           KATA
E)KKEKOMME/NA, VP  XMPAPN, KO/PTW           E)K
SUMFRA/CEI, VF  FAI3S, FRA/SSW          SUN
A)NHGGEI/LAMEN, VAI AAI1P, A)GGE/LLW        A)NA
A)POGEGALAKTISME/NOI, VT  XPPNPM, GALAKTI/ZW       A)PO
SUNTETMHME/NA, VM  XMPAPN, TE/MNW           SUN
PROETOIMA/SEI, VF  FAI3S, E(TOIMA/ZW       PRO
KAQAI/RETAI, V1  PMI3S, AI)/RW           KATA
PERIA/CEI, VF  FAI3S, A)/GW            PERI
E)KLU/QHTE, VC  APS2P, LU/W             E)K
E)/KSTHTE, VH  AAS2P, I(/STHMI         E)K
METAQH/SW, VF  FAI1S, TI/QHMI          META
METATEQH/SETAI, VC  FPI3S, TI/QHMI          META
A)NOMOU=NTES, VF2 FAPNPM, O)/MNUMI         A)NA
A)NAGGE/LLETE, V1  PAD2P, A)GGE/LLW        A)NA
A)POSURIEI=S, VF2 FAI2S, SURI/ZW          A)PO
KATALEIFQH=TE, VV  APS2P, LEI/PW           KATA
PERIHRGURWME/NA, VM  XMPAPN, A)RGURO/W        PERI
PERIKEXRUSWME/NA, VM  XMPAPN, XRUSO/W          PERI
A)NAPEPOIHME/NA, VM  XMPAPN, POIE/W           A)NA
SUGKATAFEROME/NH, V1  PMPNSF, FE/RW            SUN   KATA
A)PAITHQH/SH|, VC  FPI2S, AI)TE/W          A)PO
PERIPOIH/SETAI, VF  FMI3S, POIE/W           PERI
PERILHMFQH/SONTAI, VV  FPI3P, LAMBA/NW         PERI
E)/KSTHTE, VH  AAD2P, I(/STHMI         E)K
E)KDU/SASQE, VA  AMD2P, DU/W             E)K
KATOIKH/SEI, VFI FAI3S, OI)KE/W          KATA
E)NOIKH/SEI, VF  FAI3S, OI)KE/W          E)N
KATOIKW=N, V2  PAPNSM, OI(KE/W          KATA
A)POSTALH/SONTAI, VD  FPI3P, STE/LLW          A)PO
KATAKEKAUME/NH, VM  XPPNSF, KAI/W            KATA
DIARRAGW=SIN, VD  APS3P, R(H/GNUMI        DIA
E)NOIKW=N, V2  PAPNSM, OI)KE/W          E)N
A)NAFU/SEI, VF  FAI3S, FU/W             A)NA
SUNANTH/SOUSIN, VF  FAI3P, A)NTA/W          SUN
A)NEIME/NAI, VM  XMPNPF, I(/HMI           A)NA
E)PISTHRISQH=|, VC  APS3S, STHRI/ZW         E)PI
EI)/SBLEYON, VA  AAD2S, BLE/PW           EI)S
A)NH=KA, VAI AAI1S, I(/HMI           A)NA
U(PERASPIW=, VF  FAI1S, A)SPI/ZW         U(PER
E)CEI/LATO/, VB  AAI3S, AI(RE/W          E)K
SUMBIBA=|, VF2 FAI3S, BIBA/ZW          SUN
A)NI/SXUES, V1I IAI2S, I)SXU/W          A)NA
E)GKAINI/ZESQE, V1  PMD2P, KAINI/ZW         E)N
E)CWSME/NA, V2  PMPAPN, W)QE/W           E)K
A)NTELABO/MHN, VBI AMI1S, LAMBA/NW         A)NTI
A)NTIPOLEMOU=NTE/S, V2  PAPNPM, POLEME/W         A)NTI
E)NNOHQW=SIN, VC  APS3P, NOE/W            E)N
E)PISTW=NTAI, V6  PMS3P, I(/STHMI         E)PI
KATAPATHQH/SESQE, VC  FPI2P, PATE/W           KATA
PROLE/GWN, V1  PAPNSM, LE/GW            PRO
A)NALA/MYEI, VF  FAI3S, LA/MPW           A)NA
H)NOIGME/NA, VXI XPPAPN, OI)/GW           A)NA
PEPRONOMEUME/NOS, VM  XPPNSM, NOMEU/W          PRO
DIHRPASME/NOS, VT  XPPNSM, A(RPA/ZW         DIA
SUMFLE/GONTES, V1  PAPNPM, FLE/GW           SUN
DIABAI/NH|S, V1  PAS2S, BAI/NW           DIA
E)PIKE/KLHNTAI, VM  XMI3P, KALE/W           E)PI
SUNH=TE, V7  AAS2P, I)/HMI           SUN
A)NH/GGEILA, VAI AAI1S, A)GGE/LLW        A)NA
A)NATELOU=SIN, VF2 FAI3P, TE/LLW           A)NA
E)PIGRA/YEI, VF  FAI3S, GRA/FW           E)PI
PARAKALU/PTESQE, V1  PMD2P, KALU/PTW         PARA
SUNAXQH/TWSAN, VQ  APD3P, A)/GW            SUN
A)PHMAURW/QHSAN, VCI API3P, A)MAURO/W        A)PO
A)NELOGI/SATO, VAI AMI3S, LOGI/ZOMAI       A)NA
A)PH/LEIYA, VAI AAI1S, A)LEI/FW         A)PO
DIASKEDA/SEI, VF2 FAI3S, SKEDA/ZW         DIA
KATOIKHQH/SH|, VC  FPI2S, OI(KE/W          KATA
A)NATEILA/TW, VA  AAD3S, TE/LLW           A)NA
E)GKAINI/ZESQE, VA  AMD2P, KAINI/ZW         E)N
E)NDOCASQH/SONTAI, VS  FPI3P, DOCA/ZOMAI       E)N
E)KLELUME/NW|, VM  XMPDSM, LU/W             E)K
KATAGHRA/SHTE, VA  AAS2P, GHRA/W           KATA
A)NALH/MYOMAI, VF  FMI1S, LAMBA/NW         A)NA
KATA/BHQI, VC  APD2S, BAI/NW           KATA
A)NA/SURAI, VA  AAD2S, SU/RW            A)NA
A)NAKALUFQH/SETAI, VV  FPI3S, KALU/PTW         A)NA
KATANENUGME/NH, VM  XPPNSF, NU/SSW           KATA
KATAKAH/SONTAI, VD  FPI3P, LAI/W            KATA
E)CE/LWNTAI, VB  AMS3P, AI(RE/W          E)K
A)NTISTHRIZO/MENOI, V1  PMPNPM, STHRI/ZW         A)NTI
SUNAXQH/SOMAI, VQ  FPI1S, A)/GW            SUN
E)PH/KOUSA/, V1I AAI1S, A)KOU/W          E)PI
KAQH|RE/QHS, VCI API2S, AI(RE/W          KATA
PERIQH/SH|, VF  FMI2S, TI/QHMI          PERI
A)NTISTHRI/SASQE, VA  AMD2P, STHRI/ZW         A)NTI
KATISXU/ETE, V1  PAI2P, I)SXU/W          KATA
E)CE/PIES, VBI AAI2S, PI/NW            E)K
SULLUPHQH/SETAI, VC  FPI3S, LUPE/W           SUN
PROSQH/SH|, VF  FMI2S, TI/QHMI          PROS
PARAPOREUOME/NOIS, V1  PMPDPM, POREU/OMAI       PARA
E)KPE/TASON, VA  AAD2S, PETA/ZW          E)K
KATOIKIEI=S, VF2 FAI2S, OI(KI/ZW         KATA
A)PEILH=|, V2  PAS3S, EI)LE/W          A)PO
METAKINHQH/SONTAI, VC  FPI3P, KINE/W           META
E)PAKOLOUQH/SATE, VA  AAD2P, A)KOLOUQE/W      E)PI
PROSTA/SSONTA, V1  PAPASM, TA/SSW           PROS
E)PIKALE/SONTAI/, VF  FMI3P, KALE/W           E)PI
A)POLIPE/TW, VB  AAD3S, LEI/PW           A)PO
E)KTE/KH|, VB  AAS3S, TI/KTW           E)K
E)KBLASTH/SH|, VA  AAS3S, BLASTA/NW        E)K
E)CALOU=NTAI, VF  FMI3P, A(/LLOMAI        E)K
E)KLE/CWNTAI, VA  AMS3P, LE/GW            E)K
E)KTETU/FLWNTAI, VM  XPI3P, TUFLO/W          E)K
E)NETRUFH/SATE, VAI AAI2P, TRUFA/W          E)N
H)NOI/CATE, VAI AAI2P, OI)/GW           A)NA
E)NISXU/OUSA, V1  PAPNSF, I)SXU/W          E)N
KATEDEH/QHS, VCI API2S, DE/W             KATA
PARORW=, V3  PAI1S, O(RA/W           PARA
A)NABOH/SH|S, VA  AAS2S, BOA/W            A)NA
E)CELE/SQWSA/N, VB  AMD3P, AI(RE/W          E)K
U(PONU/SSETE, V1  PAI2P, NU/SSW           U(PO
U(POSTRW/SH|, VA  AAS3S, STRW/NNUMI       U(PO
U(PERO/YH|, VF  FMI2S, O(RA/W           U(PER
E)MPLH/SH|S, VA  AAS2S, PI/MPLHMI        E)N
A)NABIBA/SEI, VF  FAI3S, BIBA/ZW          A)NA
DIISTW=SIN, V6  PAS3P, I(/STHMI         DIA
DIODEU/OUSIN, V1  PAI3P, O(DEU/W          DIA
A)NTILHMYO/MENOS, VF  FMPNSM, LAMBA/NW         A)NTI
A)NTAPODW/SWN, VF  FAPNSM, DI/DWMI          A)NTI A)PO
A)NAPLHRWQH/SONTAI, VC  FPI3P, PLHRO/W          A)NA
E)CANASTH/SOUSIN, VF  FAI3P, I(/STHMI         E)K   A)NA
KATE/DESQE, VF  FMI2P, E)SQI/W          KATA
DIORQW/SH|, VA  AAS3S, O)RQO/W          DIA
DIARRI/YATE, VA  AAD2P, R(I/PTW          DIA
E)PIZHTOUME/NH, V2  PMPNSF, ZHTE/W           E)PI
E)GKATALELEIMME/NH, VP  XMPNSF, LEI/PW           E)N   KATA
KATAPEPATHME/NHS, V2  PMPGSF, PATE/W           KATA
KATEPA/THSA, VAI AAI1S, PATE/W           KATA
KATE/QLASA, VAI AAI1S, QLA/W            KATA
PROSENO/HSA, VAI AAI1S, NOE/W            PROS
SUNANTH/SETAI, VF  FMI3S, ANTA/W           SUN
E)CERRU/HMEN, VAI AAI1P, R(E/W            E)K
A)PODW=, VO  AAS1S, DI/DWMI          A)PO
PARHKOU/SATE, VAI AAI2P, A)KOU/W          PARA
A)POKTE/NNWN, V1  PAPNSM, KTEI/NW          A)PO
A)NTAPODIDO/NTOS, V8  PAPGSM, DI/DWMI          A)NTI A)PO
E)KQHLA/SANTES, VA  AAPNPM, QHLA/ZW          E)K
PARAKLHQH/SONTAI, VC  FPI3P, KALE/W           PARA
PARAKLHQH/SESQE, VC  FPI2P, KALE/W           PARA
A)PEILH/SEI, VF  FAI3S, EI)LE/W          A)PO
A)NALWQH/SONTAI, VC  FPI3P, A(LI/SKW         A)NA
E)CAPOSTEI/LW, VA  AAS1S, STE/LLW          E)K   A)PO
KATE/STAKA/, VXI XAI1S, I(/STHMI         KATA
U(POKAIO/MENON, V1  PMPASM, KAI/W            U(PO
KAQODHGH/SAS, VA  AAPNSM, O(DHGE/W         KATA
DIE/SPASAS, VAI AAI2S, SPA/W            DIA
DIAXUQH/SOMAI, VC  FPI1S, XE/W             DIA
A)POPLU/NH|, V1  PMS2S, PLU/NW           A)PO
E)PITHDEU/SEIS, VF  FAI2S, THDEU/W          E)PI
KATAISXUNQH/SH|, VC  FPI2S, AI)SXU/NW        KATA
A)NAKA/MPTOUSA, V1  PAPNSF, KA/MPTW          A)NA
A)NAKA/MYEI, VF  FAI3S, KA/MPTW          A)NA
A)NE/KAMPTES, V1I IAI2S, KA/MPTW          A)NA
E)CEFU/RQHS, VCI API2S, FU/RW            E)K
A)PHNAISXU/NTHSAS, VAI AAI3S, A)NAISXUNTE/W    A)PO
DIAFULAXQH/SETAI, VQ  FPI3S, FULA/SSW         DIA
DIE/XEAS, VAI AAI2S, XE/W             DIA
KATAKURIEU/SW, VF  FAI1S, KURIEU/W         KATA
E)PISKEFQH/SETAI, VV  FPI3S, SKE/PTOMAI       E)PI
KATEKLHRONO/MHSA, VAI AAI1S, KLHRONOME/W      KATA
PERIE/LH|, VD  APS3S, E)/RXOMAI        PERI
PERITE/MESQE, VB  AMD2P, TE/MNW           PERI
A)PO/PLUNE, V1  PAD2S, PLU/NW           A)PO
A)NAGGE/LLONTOS, V1  PAPGSM, A)GGE/LLW        A)NA
E)MPEPURISME/NAI, VT  XPPNPF, PURI/ZW          E)N
EI)SE/DUSAN, VAI AAI3P, DU/W             EI)S
E)GXRI/SH|, VA  AMS2S, XRI/W            E)N
PARH/SEI, VF  FAI3S, I(/HMI           PARA
PERIDRA/METE, VB  AAD2P, TRE/XW           PERI
SUNETE/LESAS, VAI AAI2S, TELE/W           SUN
E)KDIKH/SEI, VF2 FAI3S, DIKE/W           E)K
KATASKA/YATE, VA  AAD2P, SKA/PTW          KATA
SUNELAMBA/NOSAN, V1I IAI3P, LAMBA/NW         SUN
E)FESTAME/NH, VHI AMPNSF, I(/STHMI         E)PI
E)PEKRO/THSAN, VAI AAI3P, KROTE/W          E)PI
E)NISXU/SATE, VA  AAD2P, I)SXU/W          E)N
SUNETE/LESA, VAI AAI1S, TELE/W           SUN
SULLHMFQH/SONTAI, VV  FPI3P, LAMBA/NW         SUN
METASTRAFH/SONTAI, VD  FPI3P, STRE/FW          META
SUNETELE/SANTO, VAI AMI3P, TELE/W           SUN
E)COUQENOU=NTES, V2  PAPNPM, OU)QENE/W        E)C
KATAISXUNO/MENOI, V1  PMPNPM, AI)SXU/NW        KATA
E)KPOREU/ESQE, V1  PMD2P, POREU/OMAI       E)K
KATA/PASAI, VA  AMD2S, PA/SSW           KATA
A)PEDOKI/MASEN, VAI AAI3S, DOKIMA/ZW        A)PO
DIORQW/SATE, VA  AAD2P, O)RQO/W          DIA
DIORQW/SHTE, VA  AAS2P, O)RQO/W          DIA
KATADUNASTEU/SHTE, VA  AAS2P, DUNASTEU/W       KATA
A)PO/RRIPTE, V1  PAD2S, R(I/PTW          A)PO
KATEKRATH/QHSAN, VCI API3P, KRATE/W          KATA
A)PORRIFW=MEN, VV  APS1S, R(I/PTW          A)PO
SUNH/XQHMEN, VQI API1P, A)/GW            SUN
KATAPAI/CETAI, VF  FAI3S, PAI/ZW           KATA
A)NAGGEILA/TW, VA  AAD3S, A)GGE/LLW        A)NA
DIODEU/ESQAI, V1  PMN, O(DEU/W          DIA
KATAGAGE/TWSAN, VB  AAD3P, A)/GW            KATA
A)PERRI/YAMEN, VAI AAI1P, R(I/PTW          A)PO
SUNI/EIN, V1  PAN, I(/HMI           SUN
PERIKEIRO/MENON, V1  PMPASM, KEI/RW           PERI
E)NDU/SOUSIN, VF  FAI3P, DU/W             E)N
A)POLE/SQWSAN, VA  AMD3P, O)LLU/W          A)PO
E)MPEPAIGME/NA, VT  XPPNPN, PAI/ZW           E)N
E)CANH/LWSAN, VAI AAI3P, A(LI/SKW         E)K   A)NA
A)FELOU=SIN, VF2 FAI3P, AI(RE/W          A)PO
DIAFEU/CH|, VF  FMI2S, FEU/GW           DIA
E)KTRI/YWMEN, VA  AAS1P, TRI/BW           E)K
E)KLU/OUSI/N, V1  PAI3P, LU/W             E)K
PARASKEUA/SH|, VA  AAS3S, SKEUA/ZW         PARA
A)POSPW=, V3  PAI1S, SPA/W            A)PO
E)PIPOQH/SW, VF  FAI1S, POQE/W           E)PI
A)NEKALU/FQH, VCI API3S, KALU/PTW         A)NA
DIE/SPEIRA, VAI AAI1S, SPEI/RW          DIA
DIALIPE/TWSAN, VB  AAD3P, LEI/PW           DIA
A)PEDOKI/MASAS, VAI AAI2S, DOKIMA/ZW        A)PO
A)PEKA/KHSEN, VAI AAI3S, KAKE/W           A)PO
E)PE/DU, VBI AAI3S, DU/W             E)PI
KATARWME/NOIS, V3  PMPDPM, A)RA/OMAI        KATA
KATADOULW/SW, VF  FAI1S, DOULO/W          KATA
E)NEPLH/SQHN, VSI API1S, PI/MPLHMI        E)N
E)CAGA/GH|S, VB  AAS2S, A)/GW            E)K
A)NASTRE/YEIS, VF  FAI2S, STRE/FW          A)NA
A)FE/STAKA, VXI XAI1S, I(/STHMI         A)PO
DIALEI/YEI, VF  FAI3S, LEI/PW           DIA
E)GKATALEI/YOUSIN, VF  FAI3P, LEI/PW           E)N   KATA
E)PA/GAGE, VB  AAD2S, A)/GW            E)PI
KATOIKISQH/SETAI, VS  FPI3S, OI)KI/ZW         KATA
A)POLLU/EIN, V5  PAN, O)LLU/W          A)PO
KATAFUTEU/ESQAI, V1  PMN, FUTEU/W          KATA
SUNELA/LHSAN, VAI AAI3P, LALE/W           SUN
E)NEXEI/RHSAN, VAI AAI3P, XEIRE/W          E)N
E)CALEI/YH|S, VA  AAS2S, A)LEI/FW         E)K
DIAPI/PTOUSAN, V1  PAPASF, PI/PTW           DIA
A)POTETAGME/NOU, VK  XMPGSM, TA/SSW           A)PO
METOIKIOU=SIN, VF  FAI3P, OI)KI/ZW         META
PAREI=MAI, VM  XMI1S, I(/HMI           PARA
E)PISU/STHTE, VH  AAD2P, I(/STHMI         E)PI   SUN
E)PISUSTW=MEN, VH  AAS1P, I(/STHMI         E)PI   SUN
E)PILHSQH/SONTAI, VC  FPI3P, LANQA/NW         E)PI
SUGKEKLEIKO/TAS, VX  XAPAPM, KLEI/W           SUN
KATEUQU/NATE, VA  AAD2P, EU)QU/NW         KATA
DIHRPASME/NON, VA  AMPASN, A(RPA/ZW         DIA
E)CAIREI=SQE, V2  PMI2P, AI(RE/W          E)K
DIHRPASME/NON, VT  PPPASM, A(RPA/ZW         DIA
KATOIKHQHSOME/NAS, VM  XPPAPF, OI)KE/W          KATA
E)KKO/YOUSIN, VF  FAI3P, KO/PTW           E)K
METW/|KISA, VAI AAI1S, OI)KI/ZW         META
SUMYHSQEI\S, VC  APPNSM, YA/W             SUN
E)NNOSSEU/OUSA, V1  PAPNSF, NOSSEU/W         E)N
KATASTENA/CEIS, VF  FAI2S, STENA/ZW         KATA
E)KSPA/SW, VF  FAI1S, SPA/W            E)K
DIASKORPI/ZONTES, V1  PAPNPM, SKORPI/ZW        DIA
A)POLLU/ONTES, V5  PAPNPM, O)LLU/W          A)PO
DIESKORPI/SATE, VAI AAI2P, SKORPI/ZW        DIA
E)CW/SATE, VA  AAD2P, W)QE/W           E)K
E)CW=SA, VA  AAI1S, W)QE/W           E)K
U(POSKELISQH/SONTAI, VS  FPI3P, SKELI/ZW         U(PO
A)PWQOUME/NOIS, V2  PMPDPM, W)QE/W           A)PO
SUSTREFOME/NH, V1  PMPNSF, STRE/FW          SUN
E)KTI/LW, V1  PAI1S, TI/LLW           E)K
PARORGI/ZHTE/, V1  PAS2P, O)RGI/ZW         PARA
SUNTRIBH/TW, VD  APD3S, TRI/BW           SUN
E)CWSME/NOI, VT  XMPNPM, W)QE/W           E)K
E)PI/BHTE, VD  APD2P, BAI/NW           E)PI
PROBA/LETE, VB  AAD2P, BA/LLW           PRO
A)NASW|ZE/SQW, V1  PMD3S, SW/ZW            A)NA
KATAKALU/YW, VF  FAI1S, KALU/PTW         KATA
E)NTEI/NATE, VA  AAD2P, TEI/NW           E)N
KATOIKOU=SA, V2  PAPVSF, OI)KE/W          KATA
E)KDIKW=, VF  PAI1S, DIKE/W           E)K
E)CW=SAN, VA  AAI3P, W)QE/W           E)K
A)PEPLA/NHSAN, VAI AAI3P, PLANA/W          A)PO
A)NW=MEN, V9  PAS1P, EI)MI/           A)NA
A)PALLOTRIW/QHTE, VC  APD2P, A)LLOTRIO/W      A)PO
KATEKAUXA=SQE, V1I IMI2P, KAUXA/OMAI       KATA
KATAKROTH/SATE, VA  AAD2P, KROTE/W          KATA
E)KDIKEI=TE, V2  PAI2P, DIKE/W           E)K
E)COLEQREU/SATE, VA  AAD2P, O)LEQREU/W       E)K
SUNEKLA/SQH, VSI API3S, KLA/ZW           SUN
E)PIQH/SONTAI/, VF  FMI3P, TI/QHMI          E)PI
A)NACHRA/NATE, VA  AAD2P, CHRAI/NW         A)NA
KATADEDUNA/STEUNTAI, VM  XMI3S, DUNASTEU/W       KATA
KATEDUNA/STEUSAN, VAI AAI3P, DUNASTEU/W       KATA
PARALUQH/SONTAI, VC  FPI3P, LU/W             PARA
KATEKAUXW=NTO, V4I IMI3P, KAUXA/OMAI       KATA
KATOIKH/SH|, VA  AAS3S, OIKE/W           KATA
PAROIKH/SH|, VA  AAS3S, OI)KE/W          PARA
E)CEGERQH/SONTAI, VC  FPI3P, E)GEI/RW         E)K
KAQUBRI/SOUSIN, VF  FAI3P, U(BRI/ZW         KATA
PERIQE/SQW, VE  AMD3S, TI/QHMI          PERI
A)FANI/SATE, VA  AAD2P, I(/ZW            A)PO  A)NA
KATAKEKENTHME/NOI, VX  XPPNPM, KENTE/W          KATA
A)NASW/|ZETE, V1  PAI2P, SW/ZW            A)NA
A)PORRIFH=TE, VD  APS2P, R(I/PTW          A)PO
DIASKORPI/ZEIS, V1  PAI2S, SKORPI/ZW        DIA
KATAKULIW=, VF2 FAI1S, KULI/W           KATA
E)MPEPURISME/NON, VX  XPPASN, PURI/ZW          E)N
A)NABIBA/SATE, VA  AAD2P, BIBA/ZW          A)NA
E)NEPURI/SQH, VCI API3S, PURI/ZW          E)N
KATABIBA/SW, VF  FAI1S, BIBA/ZW          KATA
KATEKALU/FQH, VVI API3S, KALU/PTW         KATA
KATALU/SH|, VF  FMI2S, LU/W             KATA
E)COLEQREU/ONTES, V1  PAPNPM, O)LEQREU/W       E)K
KATASKAFH/SETAI, VV  FPI3S, SKA/PTW          KATA
E)MPURISQH/SONTAI, VC  FPI3P, PURI/ZW          E)N
A)NAGNW/SH|, VF  FMI2S, GIGNW/SKW        A)NA
E)PIDH/SEIS, VF  PAI2S, DE/W             E)PI
KATAKLU/ZONTA, V1  PAPNSN, KLU/ZW           KATA
KATAKLU/SEI, VF  FAI3S, KLU/ZW           KATA
A)POKATA/STHQI, VH  AAD2S, I(/STHMI         A)PO  KATA
E)PA/RQHTI, VC  APD2S, AI)/RW           E)PI
E)PEGERQH=NAI, VC  APN, E)GEI/RW         E)PI
KATE/SURA, VAI AAI1S, SU/RW            KATA
A)NEKA/LUYA, VAI AAI1S, KALU/PTW         A)NA
E)NOIKH/SH|, VF  FMI2S, OI)KE/W          E)N
SUMYHSQW=SIN, VC  APS3P, YA/W             SUN
PARALHMYO/MENOS, VF  FMPNSM, LAMBA/NW         PARA
PARALH/MYETAI, VF  FMI3S, LAMBA/NW         PARA
DIASPARH/SESQE, VD  FPI2P, SPEI/RW          DIA
KAQI/SH|, VF2 FMI2S, I(/ZW            KATA
KATOIKH/SH|, VF  FMI2S, OI)KE/W          KATA
SULLHMFQH/SH|, VV  FPI2S, LAMBA/NW         SUN
A)NAFQH/SETAI, VC  FPI3S, FQA/NW           A)NA
E)KTRI/BHTE, VD  APS2P, TRI/BW           E)K
E)PIKROU/SEI, VF  FAI3S, KROU/W           E)PI
A)POKLAU/SOMAI/, VF  FMI1S, KLAI/W           A)PO
SUNEYH/SQH, VCI API3S, YA/W             SUN
E)CEMOU=NTAI, V2  PMI3P, E)ME/W           E)K
PERIKEKARME/NON, VM  PMPASM, KEI/RW           PERI
E)CEME/SATE, VA  AAD2P, E)ME/W           E)K
KATORUGW=SIN, VA  AAS3P, O)RU/SSW         KATA
E)CEKKLHSIA/SQH, VS  FPI3S, E)KKLHSIA/ZW     E)K
SUNTA/CEIS, VF  FAI2S, TA/SSW           SUN
E)NUPNIAZOME/NWN, V1  PMPGPM, U(PNIA/ZW        E)N
EI)SAGA/GETE, VA  AAD2P, A)GW             EI)S
A)PANTHSA/TWSA/N, VA  AAD3P, A)NTA/W          A)PO
A)PW/|KISA, VAI AAI1S, OI)KI/ZW         A)PO
